"school_id","school_year","school_year_id","school_name","category","arts_approved","ratio_approved_csc","school_average_minutes","arts_course_enrollment","percent_access","budget_per_student","count_partnerships","final_score","longitude","latitude","community_area","laef","category_simple","visual_arts","music","theatre","dance"
500,"2023-24",13,"William B Ogden Elementary School","elementary_school",4,216.25,135.680924855491,865,1,9.2485549132948,6,1,"-87.62907","41.90024","Near North Side",TRUE,"Elementary Schools",35,21,0,21
501,"2023-24",13,"Richard J Oglesby Elementary School","elementary_school",1,262,125.954198473282,262,1,3.81679389312977,1,1,"-87.64597","41.75479","Auburn Gresham",FALSE,"Elementary Schools",12,0,0,0
502,"2023-24",13,"Isabelle C O'Keeffe Elementary School","elementary_school",2,232,129.698275862069,464,1,6.46551724137931,2,1,"-87.57302949999999","41.7687563","South Shore",FALSE,"Elementary Schools",18,18,0,0
503,"2023-24",13,"William J Onahan Elementary School","elementary_school",2,313.5,116.392405063291,632,1,3.98724082934609,6,2,"-87.79314","41.99379","Norwood Park",FALSE,"Elementary Schools",26,26,0,0
504,"2023-24",13,"Oriole Park Elementary School","elementary_school",2,273.5,112.431444241316,547,1,9.14076782449726,4,2,"-87.8124","41.97871","Norwood Park",FALSE,"Elementary Schools",22,22,0,0
505,"2023-24",13,"Brian Piccolo Elementary Specialty School","elementary_school",2,264.285714285714,181.72972972973,555,1,16.2162162162162,3,1,"-87.73193","41.90032","Humboldt Park",FALSE,"Elementary Schools",21,21,0,21
506,"2023-24",13,"James Otis Elementary School","elementary_school",1,291,128.210526315789,285,0.830903790087464,3.43642611683849,5,2,"-87.66555","41.89265","West Town",FALSE,"Elementary Schools",20,21,0,0
507,"2023-24",13,"Luke O'Toole Elementary School","elementary_school",0,5300,14.1573033707865,89,0.335849056603774,20,1,4,"-87.67533","41.77418","West Englewood",FALSE,"Elementary Schools",1,0,0,0
508,"2023-24",13,"William Bishop Owen Scholastic Academy ES","elementary_school",1,256,78.75,256,1,3.90625,2,3,"-87.70528","41.74292","Ashburn",FALSE,"Elementary Schools",0,9,0,0
509,"2023-24",13,"Ida B Wells Preparatory Elementary Academy","elementary_school",1,283,58.9123867069486,331,1,17.6678445229682,2,2,"-87.61983","41.82715","Douglas",TRUE,"Elementary Schools",0,0,0,18
510,"2023-24",13,"John Palmer Elementary School","elementary_school",2,349.5,96.3090128755365,699,1,14.3061516452074,14,2,"-87.73866","41.97296","Albany Park",FALSE,"Elementary Schools",25,23,0,0
511,"2023-24",13,"Francis W Parker Elementary Community Academy","elementary_school",0.5,501.666666666667,75,318,1,0,3,4,"-87.63259","41.77084","Englewood",FALSE,"Elementary Schools",15,0,0,0
513,"2023-24",13,"Park Manor Elementary School","elementary_school",1,233,54.0472103004292,233,1,12.8755364806867,1,3,"-87.61129","41.76666","Greater Grand Crossing",FALSE,"Elementary Schools",10,0,0,0
514,"2023-24",13,"Parkside Elementary Community Academy","elementary_school",1,227,100.969162995595,227,1,6.6079295154185,3,2,"-87.5833","41.7689","South Shore",FALSE,"Elementary Schools",9,0,0,0
515,"2023-24",13,"Louis Pasteur Elementary School","elementary_school",2,267,120.337078651685,534,1,1.87265917602996,5,1,"-87.73247","41.78715","West Elsdon",FALSE,"Elementary Schools",19,0,19,0
517,"2023-24",13,"Ferdinand Peck Elementary School","elementary_school",2,289.5,120,579,1,4.31778929188256,1,1,"-87.71932","41.78827","West Elsdon",FALSE,"Elementary Schools",23,23,0,0
518,"2023-24",13,"Washington Irving Elementary School","elementary_school",1,240,63.75,240,1,10.4166666666667,8,2,"-87.6833","41.87174","Near West Side",TRUE,"Elementary Schools",0,10,0,0
519,"2023-24",13,"Helen Peirce International Studies ES","elementary_school",4,239.5,128.720250521921,958,1,84.5511482254697,5,1,"-87.66692","41.98324","Edgewater",FALSE,"Elementary Schools",63,36,39,51
520,"2023-24",13,"William Penn Elementary School","elementary_school",0.5,286.666666666667,83.1395348837209,172,1,0,4,3,"-87.72184","41.85834","North Lawndale",FALSE,"Elementary Schools",0,0,13,0
521,"2023-24",13,"Harold Washington Elementary School","elementary_school",1,200.909090909091,250.859728506787,221,1,90.4977375565611,2,1,"-87.59661","41.72854","Burnside",TRUE,"Elementary Schools",0,9,9,0
522,"2023-24",13,"Irma C Ruiz Elementary School","elementary_school",2,201,161.641791044776,402,1,14.9253731343284,3,1,"-87.68122","41.8479","Lower West Side",FALSE,"Elementary Schools",22,22,0,0
523,"2023-24",13,"John J Pershing Elementary Humanities Magnet","elementary_school",1,349,60,349,1,7.16332378223496,4,2,"-87.61866","41.83593","Douglas",FALSE,"Elementary Schools",17,0,0,0
524,"2023-24",13,"Mary Gage Peterson Elementary School","elementary_school",3,280.333333333333,151.426872770511,841,1,19.7277051129608,3,1,"-87.71283","41.9817","North Park",FALSE,"Elementary Schools",28,28,0,28
525,"2023-24",13,"Marcus Moziah Garvey Elementary School","elementary_school",0.5,422,75.9241706161137,211,1,341.232227488152,3,2,"-87.64713","41.70659","Washington Heights",TRUE,"Elementary Schools",16,0,0,0
526,"2023-24",13,"Josiah Pickard Elementary School","elementary_school",1,247.272727272727,90,295,1,41.5441176470588,5,2,"-87.6838","41.85253","Lower West Side",TRUE,"Elementary Schools",12,0,0,0
527,"2023-24",13,"John T Pirie Fine Arts & Academic Center ES","elementary_school",1,156.363636363636,136.744186046512,172,1,107.558139534884,3,1,"-87.6085","41.74068","Chatham",FALSE,"Elementary Schools",0,9,0,0
528,"2023-24",13,"Ambrose Plamondon Elementary School","elementary_school",0,NA,0,0,0,23.8095238095238,1,4,"-87.69263","41.86044","North Lawndale",FALSE,"Elementary Schools",NA,NA,NA,NA
529,"2023-24",13,"Edgar Allan Poe Elementary Classical School","elementary_school",1,229,109.039301310044,229,1,13.1004366812227,7,2,"-87.60629","41.70256","Pullman",FALSE,"Elementary Schools",10,0,0,0
530,"2023-24",13,"Laura S Ward Elementary School","elementary_school",2,108,116.111111111111,216,1,34.7222222222222,6,1,"-87.71917","41.89306","Humboldt Park",FALSE,"Elementary Schools",0,14,0,0
532,"2023-24",13,"Portage Park Elementary School","elementary_school",6,139.333333333333,283.857655502392,836,1,5.98086124401914,6,1,"-87.76102","41.95735","Portage Park",FALSE,"Elementary Schools",39,36,36,35
533,"2023-24",13,"William H Prescott Elementary School","elementary_school",2,207.5,210.542168674699,415,1,61.4457831325301,4,1,"-87.66918","41.92909","Lincoln Park",FALSE,"Elementary Schools",18,0,0,12
534,"2023-24",13,"Ernst Prussing Elementary School","elementary_school",3,220.333333333333,114.64447806354,661,1,4.53857791225416,3,2,"-87.77274","41.96565","Portage Park",FALSE,"Elementary Schools",26,23,0,0
535,"2023-24",13,"Pulaski International School of Chicago","elementary_school",2,400,74.41375,800,1,0.5,5,2,"-87.68377","41.91873","Logan Square",FALSE,"Elementary Schools",29,33,0,0
536,"2023-24",13,"George M Pullman Elementary School","elementary_school",1,295,60.8135593220339,295,1,3.38983050847458,1,2,"-87.60884100000001","41.6886423","Pullman",FALSE,"Elementary Schools",15,0,0,0
537,"2023-24",13,"Ravenswood Elementary School","elementary_school",3,155.333333333333,221.298283261803,466,1,9.87124463519313,4,1,"-87.67128","41.96089","Lake View",FALSE,"Elementary Schools",18,0,18,16
538,"2023-24",13,"William H Ray Elementary School","elementary_school",2,272.5,148.348623853211,545,1,5.5045871559633,8,1,"-87.59439","41.79218","Hyde Park",FALSE,"Elementary Schools",20,20,0,0
539,"2023-24",13,"William C Reavis Math & Science Specialty ES","elementary_school",1,196,144,185,0.943877551020408,6.37755102040816,6,1,"-87.60508","41.80454","Kenwood",TRUE,"Elementary Schools",9,0,0,0
540,"2023-24",13,"Frank W Reilly Elementary School","elementary_school",3,164,276.768292682927,492,1,6.09756097560976,4,2,"-87.71928","41.94129","Avondale",FALSE,"Elementary Schools",22,22,22,0
541,"2023-24",13,"Peter A Reinberg Elementary School","elementary_school",3,203.666666666667,165.761047463175,611,1,2.94599018003273,2,1,"-87.76907","41.9426","Portage Park",FALSE,"Elementary Schools",32,28,0,0
542,"2023-24",13,"Paul Revere Elementary School","elementary_school",1,183,90.8196721311475,183,1,14.207650273224,0,2,"-87.60012","41.76456","Greater Grand Crossing",FALSE,"Elementary Schools",9,0,0,0
543,"2023-24",13,"Philip Rogers Elementary School","elementary_school",4,157.25,184.864864864865,629,1,15.8982511923688,8,1,"-87.69644","42.01528","West Ridge",FALSE,"Elementary Schools",52,26,26,0
544,"2023-24",13,"Cesar E Chavez Multicultural Academic Center ES","elementary_school",2,360.5,69.7988904299584,721,1,9.70873786407767,3,2,"-87.66579","41.80738","New City",FALSE,"Elementary Schools",34,0,0,0
546,"2023-24",13,"Martha Ruggles Elementary School","elementary_school",1,301,60.5980066445183,301,1,19.9335548172757,2,1,"-87.61771","41.75197","Greater Grand Crossing",FALSE,"Elementary Schools",0,16,0,0
547,"2023-24",13,"William H Ryder Math & Science Specialty ES","elementary_school",1,312,81.1525423728814,295,0.94551282051282,15.224358974359,1,2,"-87.6395","41.73527","Auburn Gresham",FALSE,"Elementary Schools",0,0,20,0
549,"2023-24",13,"Sauganash Elementary School","elementary_school",1.5,415.333333333333,90.3948635634029,623,1,6.42054574638844,1,3,"-87.7465663","41.9912474","Forest Glen",FALSE,"Elementary Schools",22,18,0,0
551,"2023-24",13,"Sidney Sawyer Elementary School","elementary_school",1,887,37.7142857142857,700,0.789177001127396,0,1,4,"-87.70526","41.79759","Gage Park",FALSE,"Elementary Schools",19,0,0,0
552,"2023-24",13,"Harriet E Sayre Elementary Language Academy","elementary_school",1,360,46.875,448,1,5.55555555555556,1,3,"-87.79948","41.91381","Austin",FALSE,"Elementary Schools",0,18,0,0
553,"2023-24",13,"Jonathan Y Scammon Elementary School","elementary_school",2,291,113.19587628866,582,1,5.15463917525773,1,2,"-87.73325","41.94111","Irving Park",FALSE,"Elementary Schools",23,22,0,0
556,"2023-24",13,"Frederick Stock Elementary School","elementary_school",1,212,144.316037735849,212,1,53.2924528301887,4,1,"-87.81441","42.01671","Edison Park",FALSE,"Elementary Schools",8,0,0,0
558,"2023-24",13,"Franz Peter Schubert Elementary School","elementary_school",2,253.5,100.724876441516,607,1,9.86193293885602,4,2,"-87.76127","41.93036","Belmont Cragin",FALSE,"Elementary Schools",21,25,0,0
559,"2023-24",13,"William H Seward Communication Arts Academy ES","elementary_school",1,352.727272727273,120.154639175258,388,1,10.5412371134021,4,1,"-87.669","41.8099","New City",FALSE,"Elementary Schools",18,0,0,18
561,"2023-24",13,"Columbia Explorers Elementary Academy","elementary_school",1.5,424.666666666667,74.1758241758242,637,1,15.6985871271586,4,2,"-87.70442","41.81092","Brighton Park",FALSE,"Elementary Schools",20,0,0,0
562,"2023-24",13,"Arnold Mireles Elementary Academy","elementary_school",2,212,296.86320754717,424,1,7.07547169811321,1,1,"-87.55331","41.73115","South Chicago",FALSE,"Elementary Schools",35,17,0,0
563,"2023-24",13,"William T Sherman Elementary School","elementary_school",1,198,319.69696969697,198,1,5.05050505050505,2,2,"-87.65052","41.80003","New City",FALSE,"Elementary Schools",9,0,0,0
564,"2023-24",13,"Jesse Sherwood Elementary School","elementary_school",2,80.5,187.462686567164,201,1,31.055900621118,5,1,"-87.63226","41.79049","Englewood",FALSE,"Elementary Schools",9,9,0,0
565,"2023-24",13,"James Shields Elementary School","elementary_school",2,203,120.886699507389,406,1,1.23152709359606,1,1,"-87.68953","41.81592","Brighton Park",FALSE,"Elementary Schools",0,21,22,0
566,"2023-24",13,"Beulah Shoesmith Elementary School","elementary_school",2,163.5,141.834862385321,327,1,24.4648318042813,8,1,"-87.59434","41.80476","Kenwood",FALSE,"Elementary Schools",13,13,0,0
567,"2023-24",13,"John D Shoop Math-Science Technical Academy ES","elementary_school",1,374,70.2673796791444,374,1,29.4117647058824,3,2,"-87.65878","41.691","Morgan Park",FALSE,"Elementary Schools",18,0,0,0
568,"2023-24",13,"Mark Skinner Elementary School","elementary_school",3,338.333333333333,189.635467980296,1015,1,3.34975369458128,6,2,"-87.659","41.8796","Near West Side",TRUE,"Elementary Schools",47,47,0,47
569,"2023-24",13,"Theophilus Schmid Elementary School","elementary_school",1,142,300,142,1,1.76056338028169,3,2,"-87.59685","41.71685","Pullman",TRUE,"Elementary Schools",0,9,0,0
570,"2023-24",13,"Washington D Smyser Elementary School","elementary_school",3,234.333333333333,144.431009957326,703,1,0.568990042674253,4,1,"-87.78215","41.95903","Portage Park",TRUE,"Elementary Schools",16,25,0,0
571,"2023-24",13,"John M Smyth Elementary School","elementary_school",1,349,73.2808022922636,349,1,2.86532951289398,3,3,"-87.65401","41.865","Near West Side",FALSE,"Elementary Schools",29,0,0,0
572,"2023-24",13,"Hannah G Solomon Elementary School","elementary_school",1,284,117.887323943662,284,1,88.0281690140845,4,1,"-87.72455","41.99428","North Park",FALSE,"Elementary Schools",0,19,0,0
573,"2023-24",13,"Spencer Technology Academy","elementary_school",2,171.5,142.740524781341,343,1,2.91545189504373,0,2,"-87.75078","41.88504","Austin",TRUE,"Elementary Schools",21,21,0,0
574,"2023-24",13,"John Spry Elementary Community School","elementary_school",1,270,63.7777777777778,270,1,3.7037037037037,4,3,"-87.69984","41.84763","South Lawndale",FALSE,"Elementary Schools",15,0,0,0
575,"2023-24",13,"Adlai E Stevenson Elementary School","elementary_school",3,349,68.3277591973244,1196,1,8.88252148997135,3,2,"-87.73199","41.74714","Ashburn",FALSE,"Elementary Schools",24,18,0,0
577,"2023-24",13,"Dunne Technology Academy","elementary_school",1,180,58.6666666666667,180,1,40.5555555555556,1,2,"-87.63976","41.69642","Roseland",TRUE,"Elementary Schools",9,0,0,0
579,"2023-24",13,"Stone Elementary Scholastic Academy","elementary_school",4,138.5,106.787003610108,554,1,90.2527075812274,13,1,"-87.68425","41.99544","West Ridge",FALSE,"Elementary Schools",18,18,0,0
580,"2023-24",13,"Harriet Beecher Stowe Elementary School","elementary_school",3,154,324.675324675325,462,1,6.49350649350649,3,1,"-87.71309","41.91251","Humboldt Park",FALSE,"Elementary Schools",23,23,0,0
581,"2023-24",13,"William K New Sullivan Elementary School","elementary_school",1,356,59.5577395577396,407,0.957647058823529,0,3,3,"-87.54267","41.74401","South Chicago",TRUE,"Elementary Schools",24,0,0,0
582,"2023-24",13,"Charles Sumner  Math & Science Community Acad ES","elementary_school",1,183,153.27868852459,183,1,5.46448087431694,2,1,"-87.73416","41.87056","North Lawndale",FALSE,"Elementary Schools",12,0,0,0
583,"2023-24",13,"Elizabeth H Sutherland Elementary School","elementary_school",2,314.5,105.691573926868,629,1,0.794912559618442,2,2,"-87.67631","41.71102","Beverly",FALSE,"Elementary Schools",21,22,0,0
584,"2023-24",13,"George B Swift Elementary Specialty School","elementary_school",3,171.612903225806,167.594433399602,503,0.945488721804511,11.2781954887218,3,1,"-87.6586","41.9889","Edgewater",FALSE,"Elementary Schools",18,39,0,0
585,"2023-24",13,"Mancel Talcott Elementary School","elementary_school",3,146.333333333333,180.273348519362,439,1,26.1116173120729,7,1,"-87.67394","41.89277","West Town",FALSE,"Elementary Schools",27,0,27,27
586,"2023-24",13,"Douglas Taylor Elementary School","elementary_school",1,273.636363636364,60.2990033222591,301,1,6.64451827242525,5,2,"-87.53333","41.71533","East Side",FALSE,"Elementary Schools",0,12,0,0
587,"2023-24",13,"Johnnie Colemon Elementary Academy","elementary_school",2,79.5,149.056603773585,159,1,94.3396226415094,6,1,"-87.65956","41.67747","West Pullman",TRUE,"Elementary Schools",0,9,0,0
588,"2023-24",13,"James N Thorp Elementary School","elementary_school",1,277,160.094786729858,211,0.76173285198556,36.101083032491,1,3,"-87.54506","41.73301","South Chicago",TRUE,"Elementary Schools",11,0,0,7
589,"2023-24",13,"Ole A Thorp Elementary Scholastic Academy","elementary_school",2,411.5,143.803159173755,823,1,0,2,2,"-87.77782","41.94894","Dunning",FALSE,"Elementary Schools",36,36,0,0
590,"2023-24",13,"George W Tilton Elementary School","elementary_school",1,223,103.856502242152,223,1,2.69058295964126,2,2,"-87.72975","41.88424","West Garfield Park",FALSE,"Elementary Schools",11,0,0,0
591,"2023-24",13,"Monarcas Academy","elementary_school",3,230.666666666667,89.4797687861272,692,1,7.22543352601156,6,1,"-87.70768","41.78744","Gage Park",TRUE,"Elementary Schools",31,0,0,31
593,"2023-24",13,"Mark Twain Elementary School","elementary_school",2,407.80487804878,94.6650717703349,836,1,17.9425837320574,4,2,"-87.75939","41.79917","Garfield Ridge",FALSE,"Elementary Schools",30,22,0,0
594,"2023-24",13,"John H Vanderpoel Elementary Magnet School","elementary_school",1.5,159.333333333333,114.142259414226,239,1,4.18410041841004,4,2,"-87.6659","41.72056","Beverly",FALSE,"Elementary Schools",9,9,0,0
595,"2023-24",13,"Mildred I Lavizzo Elementary School","elementary_school",1,312,50.5769230769231,312,1,3.20512820512821,4,2,"-87.62706","41.69645","Roseland",FALSE,"Elementary Schools",16,0,0,0
596,"2023-24",13,"Alessandro Volta Elementary School","elementary_school",2,335.5,83.7853949329359,671,1,3.725782414307,4,2,"-87.72506","41.97144","Albany Park",FALSE,"Elementary Schools",31,31,0,0
598,"2023-24",13,"Albany Park Multicultural Academy","middle_school",1,228,180.789473684211,228,1,21.9298245614035,4,1,"-87.70942","41.9711","Albany Park",FALSE,NA,8,0,0,0
599,"2023-24",13,"James Wadsworth Elementary School","elementary_school",0,4070,63.5380835380835,407,1,2.45700245700246,1,4,"-87.60127","41.7746","Woodlawn",FALSE,"Elementary Schools",19,0,0,0
600,"2023-24",13,"Francisco I Madero Middle School","middle_school",2,124,602.316602316602,259,1,49.5524193548387,2,1,"-87.7053","41.84152","South Lawndale",FALSE,NA,12,12,0,0
601,"2023-24",13,"John A Walsh Elementary School","elementary_school",1,205,159.80487804878,205,1,73.1707317073171,5,2,"-87.64836","41.85482","Lower West Side",FALSE,"Elementary Schools",21,0,0,0
602,"2023-24",13,"James Ward Elementary School","elementary_school",1,461,59.6095444685466,461,1,7.59219088937093,5,3,"-87.63508","41.84346","Armour Square",FALSE,"Elementary Schools",18,0,0,0
603,"2023-24",13,"Joseph Warren Elementary School","elementary_school",0,2610,60,294,1,11.4942528735632,2,3,"-87.57495","41.72773","Calumet Heights",FALSE,"Elementary Schools",10,0,0,0
604,"2023-24",13,"George Washington Elementary School","elementary_school",1,577,53.4488734835355,577,1,3.46620450606586,5,3,"-87.53596","41.68771","East Side",FALSE,"Elementary Schools",21,0,0,0
605,"2023-24",13,"Thomas J Waters Elementary School","elementary_school",3,211.333333333333,247.003154574132,634,1,205.047318611987,6,1,"-87.6919","41.96418","Lincoln Square",FALSE,"Elementary Schools",22,25,22,0
606,"2023-24",13,"Daniel Webster Elementary School","elementary_school",1,173,89.7345132743363,113,0.653179190751445,14.4508670520231,3,2,"-87.72708","41.86957","West Garfield Park",FALSE,"Elementary Schools",0,0,8,0
607,"2023-24",13,"Daniel S Wentworth Elementary School","elementary_school",2,166.5,95.1351351351351,333,1,6.00600600600601,1,2,"-87.65799","41.76499","West Englewood",FALSE,"Elementary Schools",23,18,0,0
609,"2023-24",13,"John Whistler Elementary School","elementary_school",1.5,157.333333333333,270,236,1,2.11864406779661,1,2,"-87.65487","41.68404","West Pullman",FALSE,"Elementary Schools",1,1,0,1
610,"2023-24",13,"Socorro Sandoval Elementary School","elementary_school",2,338.5,97.3116691285081,677,1,23.6336779911374,5,1,"-87.7123","41.79278","Gage Park",TRUE,"Elementary Schools",27,27,0,0
611,"2023-24",13,"Eli Whitney Elementary School","elementary_school",2,277,117.184115523466,554,1,1.80505415162455,2,2,"-87.72527","41.84004","South Lawndale",TRUE,"Elementary Schools",22,0,21,0
612,"2023-24",13,"John Greenleaf Whittier Elementary School","elementary_school",1,159,203.77358490566,159,1,6.28930817610063,1,1,"-87.67472","41.85076","Lower West Side",FALSE,"Elementary Schools",9,0,0,0
613,"2023-24",13,"A.N. Pritzker School","elementary_school",2,316.5,85.2132701421801,633,1,94.7867298578199,5,2,"-87.67809","41.90689","West Town",FALSE,"Elementary Schools",17,17,0,0
614,"2023-24",13,"Wildwood Elementary School","elementary_school",2,229.5,120,459,1,2.17864923747277,4,2,"-87.77853","42.00723","Forest Glen",FALSE,"Elementary Schools",18,18,0,0
615,"2023-24",13,"National Teachers Elementary Academy","elementary_school",2,357.5,199.725274725275,728,0.93573264781491,6.99300699300699,3,2,"-87.62923","41.8526","Near South Side",FALSE,"Elementary Schools",29,29,0,0
618,"2023-24",13,"Richard Yates Elementary School","elementary_school",3,95.6666666666667,121.212543554007,287,1,6.96864111498258,4,1,"-87.6998","41.91475","Logan Square",FALSE,"Elementary Schools",22,22,22,0
619,"2023-24",13,"Ella Flagg Young Elementary School","elementary_school",1,367,86.5168539325843,267,0.727520435967302,5.44959128065395,1,3,"-87.7676","41.90642","Austin",FALSE,"Elementary Schools",17,0,0,0
620,"2023-24",13,"Ludwig Van Beethoven Elementary School","elementary_school",0,5660,60,138,0.487632508833922,24.7349823321555,8,4,"-87.62716","41.8092","Grand Boulevard",TRUE,"Elementary Schools",2,0,0,3
621,"2023-24",13,"Carrie Jacobs Bond Elementary School","elementary_school",0,1175,88.9051094890511,137,0.582978723404255,42.5531914893617,4,3,"-87.65342","41.76571","Englewood",TRUE,"Elementary Schools",17,0,0,0
622,"2023-24",13,"Richard J Daley Elementary Academy","elementary_school",1,472,113.64,500,1,19.0677966101695,0,2,"-87.67245","41.8024","New City",TRUE,"Elementary Schools",21,21,0,0
625,"2023-24",13,"Joseph Brennemann Elementary School","elementary_school",2,209,236.842105263158,418,1,191.387559808612,6,1,"-87.64924","41.96004","Uptown",FALSE,"Elementary Schools",27,25,0,0
627,"2023-24",13,"Michele Clark Academic Prep Magnet High School","high_school",3,131.333333333333,NA,NA,NA,12.6903553299492,6,2,"-87.75266","41.87247","Austin",TRUE,"High Schools",2,2,2,0
628,"2023-24",13,"Frederick A Douglass Academy High School","high_school",2,17.5,NA,NA,NA,28.5714285714286,2,2,"-87.76715","41.89039","Austin",FALSE,"High Schools",2,1,0,0
629,"2023-24",13,"Edward Beasley Elementary Magnet Academic Center","elementary_school",1.5,604,95.4525386313466,906,0.803904170363798,1.1037527593819,1,3,"-87.62484","41.79902","Washington Park",FALSE,"Elementary Schools",0,33,0,23
630,"2023-24",13,"Chicago Academy Elementary School","elementary_school",2,254.5,157.013752455796,509,1,0,4,2,"-87.77736","41.94301","Dunning",FALSE,"Elementary Schools",16,16,0,0
631,"2023-24",13,"Talman Elementary School","elementary_school",1,318,121.543408360129,311,0.939577039274924,3.14465408805031,3,2,"-87.69069","41.79412","Gage Park",TRUE,"Elementary Schools",0,20,0,0
632,"2023-24",13,"Ruben Salazar Elementary Bilingual Center","elementary_school",2,176,134.829545454545,352,1,39.5653409090909,8,1,"-87.633792","41.9015925","Near North Side",FALSE,"Elementary Schools",14,14,0,0
633,"2023-24",13,"Willa Cather Elementary School","elementary_school",1,288,259.375,288,1,1.73611111111111,6,1,"-87.69947","41.88329","East Garfield Park",TRUE,"Elementary Schools",19,0,0,0
634,"2023-24",13,"Robert Nathaniel Dett Elementary School","elementary_school",1,234,169.363636363636,220,0.94017094017094,10.6837606837607,1,1,"-87.6806","41.87969","Near West Side",FALSE,"Elementary Schools",17,16,0,0
636,"2023-24",13,"Dvorak Technology Academy","elementary_school",2,128.5,65.3696498054475,257,1,19.4552529182879,2,2,"-87.71579","41.85858","North Lawndale",FALSE,"Elementary Schools",12,0,0,0
637,"2023-24",13,"Jackie Robinson Elementary School","elementary_school",0,910,189.89010989011,91,1,294.285714285714,5,2,"-87.59884","41.81747","Oakland",TRUE,"Elementary Schools",5,7,0,4
638,"2023-24",13,"Morton School of Excellence","elementary_school",1,199,129.346733668342,199,1,25.1256281407035,3,1,"-87.70466","41.88904","Humboldt Park",FALSE,"Elementary Schools",14,0,0,0
641,"2023-24",13,"John Foster Dulles Elementary School","elementary_school",1,625,96.6346153846154,104,0.1664,0,2,4,"-87.61673","41.77969","Greater Grand Crossing",FALSE,"Elementary Schools",8,0,0,0
645,"2023-24",13,"Arthur R Ashe Elementary School","elementary_school",0,NA,0,328,1,15.2439024390244,2,4,"-87.60098","41.74003","Chatham",TRUE,"Elementary Schools",NA,NA,NA,NA
646,"2023-24",13,"John T McCutcheon Elementary School","elementary_school",2,138,204.673913043478,276,1,19.9275362318841,15,1,"-87.65445","41.9712","Uptown",FALSE,"Elementary Schools",18,18,0,0
647,"2023-24",13,"Jensen Elementary Scholastic Academy","elementary_school",1,245,42.4285714285714,245,1,2.04081632653061,1,3,"-87.70217","41.87408","East Garfield Park",FALSE,"Elementary Schools",0,12,0,0
649,"2023-24",13,"James Weldon Johnson Elementary School","elementary_school",1,194,197.422680412371,194,1,77.319587628866,1,1,"-87.70342","41.86187","North Lawndale",FALSE,"Elementary Schools",0,9,9,0
650,"2023-24",13,"Irvin C Mollison Elementary School","elementary_school",0,2190,61.3698630136986,219,1,54.7945205479452,6,3,"-87.61645","41.81419","Grand Boulevard",FALSE,"Elementary Schools",9,0,0,0
652,"2023-24",13,"Henry O Tanner Elementary School","elementary_school",2,112,113.035714285714,224,1,8.92857142857143,4,1,"-87.60714","41.76083","Greater Grand Crossing",FALSE,"Elementary Schools",0,10,0,10
654,"2023-24",13,"Adam Clayton Powell Paideia Community Academy ES","elementary_school",2,254.5,119.410609037328,509,1,19.6463654223969,4,1,"-87.55631","41.76031","South Shore",FALSE,"Elementary Schools",26,26,0,0
655,"2023-24",13,"Ronald E McNair Elementary School","elementary_school",1,303,160.891089108911,303,1,3.3003300330033,2,2,"-87.74692","41.89799","Austin",FALSE,"Elementary Schools",30,0,0,0
657,"2023-24",13,"New Field Elementary School","elementary_school",2,240,120,480,1,20.8333333333333,4,1,"-87.6727","42.00733","Rogers Park",FALSE,"Elementary Schools",21,21,0,0
659,"2023-24",13,"Ashburn Community Elementary School","elementary_school",2,150.5,119.601328903654,301,1,1.66112956810631,4,1,"-87.70996","41.74189","Ashburn",FALSE,"Elementary Schools",23,23,0,0
660,"2023-24",13,"Benjamin E Mays Elementary Academy","elementary_school",1,224,103.5,240,1,80.3571428571429,11,1,"-87.63682","41.77319","Englewood",FALSE,"Elementary Schools",0,11,0,0
661,"2023-24",13,"Richard Henry Lee Elementary School","elementary_school",2.5,231.2,229.204152249135,578,1,17.3010380622837,5,1,"-87.72935","41.77536","West Lawn",FALSE,"Elementary Schools",31,0,28,0
662,"2023-24",13,"Genevieve Melody Elementary School","elementary_school",0,574,39.2307692307692,104,0.362369337979094,73.1707317073171,3,4,"-87.72418809999999","41.8784114","West Garfield Park",FALSE,"Elementary Schools",5,0,0,0
663,"2023-24",13,"Thomas J Higgins Elementary Community Academy","elementary_school",1,239,77.5732217573222,239,1,6.27615062761506,2,2,"-87.64744","41.68093","West Pullman",FALSE,"Elementary Schools",11,0,0,0
666,"2023-24",13,"Lenart Elementary Regional Gifted Center","elementary_school",1,259,66.8918918918919,259,1,34.7490347490347,2,2,"-87.62755","41.74668","Chatham",FALSE,"Elementary Schools",0,8,0,0
667,"2023-24",13,"Dr Martin L King Jr Academy of Social Justice","elementary_school",0,2220,58.2352941176471,238,1,2.25225225225225,1,3,"-87.64138","41.76557","Englewood",FALSE,"Elementary Schools",10,0,0,0
668,"2023-24",13,"Oliver S Westcott Elementary School","elementary_school",0.5,678,367.5,280,0.825958702064897,7.37463126843658,1,4,"-87.63553","41.7485","Chatham",TRUE,"Elementary Schools",16,0,0,0
669,"2023-24",13,"Phoenix Military Academy High School","high_school",2,200.5,NA,NA,NA,62.3441396508728,1,1,"-87.68822","41.87916","Near West Side",FALSE,"High Schools",4,4,0,0
670,"2023-24",13,"George Leland Elementary School","elementary_school",1,237.272727272727,119.310344827586,261,1,1.91570881226054,2,2,"-87.75574","41.87364","Austin",FALSE,"Elementary Schools",0,18,0,18
