"school_id","school_year","school_year_id","school_name","category","arts_approved","ratio_approved_csc","school_average_minutes","arts_course_enrollment","percent_access","budget_per_student","count_partnerships","final_score","longitude","latitude","community_area","laef","category_simple","visual_arts","music","theatre","dance"
672,"2023-24",13,"Wilma Rudolph Elementary Learning Center","elementary_school",1,71,153.802816901408,71,1,535.211267605634,12,1,"-87.6680542","41.8837244","Near West Side",FALSE,"Elementary Schools",23,9,0,0
676,"2023-24",13,"Mary E McDowell Elementary School","elementary_school",0,2020,46.3366336633663,101,1,99.009900990099,8,3,"-87.5899","41.7328","Calumet Heights",TRUE,"Elementary Schools",0,0,0,6
677,"2023-24",13,"Jose de Diego Elementary Community Academy","elementary_school",3.5,128.285714285714,123.741648106904,449,1,4.4543429844098,1,2,"-87.68553","41.90578","West Town",FALSE,"Elementary Schools",26,26,6,0
678,"2023-24",13,"Edward White Elementary Career Academy","elementary_school",0,1080,94.7368421052632,95,0.87962962962963,46.2962962962963,1,2,"-87.65034","41.67274","West Pullman",FALSE,"Elementary Schools",0,0,0,0
679,"2023-24",13,"Amelia Earhart Options for Knowledge ES","elementary_school",1.5,134,119.402985074627,201,1,144.666666666667,10,1,"-87.58282","41.72649","Calumet Heights",FALSE,"Elementary Schools",9,9,0,0
680,"2023-24",13,"Brighton Park Elementary School","elementary_school",1,265,105.566037735849,265,1,20.7547169811321,3,1,"-87.69186","41.824","Brighton Park",FALSE,"Elementary Schools",11,0,0,0
681,"2023-24",13,"Evergreen Academy Middle School","middle_school",1,198,103,198,1,63.1313131313131,4,2,"-87.66756","41.82903","Mckinley Park",FALSE,NA,0,9,0,0
684,"2023-24",13,"Bowen High School","high_school",1,156.363636363636,NA,NA,NA,5.81395348837209,3,3,"-87.5575","41.73443","South Chicago",FALSE,"High Schools",2,2,0,0
686,"2023-24",13,"Avondale-Logandale Elementary School","middle_school",2,229,139.197396963124,461,1,10.9170305676856,2,1,"-87.70799","41.93426","Avondale",FALSE,NA,17,19,0,0
687,"2023-24",13,"Orozco Fine Arts & Sciences Elementary School","elementary_school",2,116.5,118.454935622318,233,1,24.8927038626609,4,2,"-87.67506","41.85798","Lower West Side",FALSE,"Elementary Schools",10,10,0,0
688,"2023-24",13,"Al Raby High School","high_school",0,496.666666666667,NA,NA,NA,6.71140939597315,2,4,"-87.7154","41.8859","East Garfield Park",FALSE,"High Schools",0,1,1,1
690,"2023-24",13,"Amos Alonzo Stagg Elementary School","elementary_school",1,325,74.0307692307692,325,1,33.8461538461538,2,2,"-87.64953","41.75906","Englewood",TRUE,"Elementary Schools",13,0,0,0
691,"2023-24",13,"Chicago Academy High School","high_school",4,140.25,NA,NA,NA,21.3903743315508,2,1,"-87.77736","41.94301","Dunning",FALSE,"High Schools",7,5,0,0
692,"2023-24",13,"Albert R Sabin Elementary Magnet School","elementary_school",1,317,185.488958990536,317,1,9.46372239747634,8,1,"-87.68289","41.9074","West Town",FALSE,"Elementary Schools",18,16,0,0
693,"2023-24",13,"Carter G Woodson South Elementary School","elementary_school",1,280,91.6928571428571,280,1,7.14285714285714,4,2,"-87.60877","41.81408","Grand Boulevard",TRUE,"Elementary Schools",0,20,0,0
694,"2023-24",13,"Claremont Academy Elementary School","elementary_school",3,103.666666666667,105.868167202572,311,1,3.21543408360129,1,2,"-87.68162","41.778","Chicago Lawn",TRUE,"Elementary Schools",18,0,0,8
696,"2023-24",13,"Robert A Black Magnet Elementary School","elementary_school",1,356,60,343,1,8.42696629213483,4,2,"-87.57647800000001","41.72961","Calumet Heights",FALSE,"Elementary Schools",0,0,17,0
697,"2023-24",13,"Durkin Park Elementary School","elementary_school",2,291,117.835051546392,582,1,5.15463917525773,1,2,"-87.72988","41.73905","Ashburn",FALSE,"Elementary Schools",25,24,0,0
698,"2023-24",13,"Calmeca Academy of Fine Arts and Dual Language","elementary_school",2,290.5,158.726333907057,581,1,3.44234079173838,4,2,"-87.7114","41.82455","Brighton Park",FALSE,"Elementary Schools",21,24,0,0
699,"2023-24",13,"North River Elementary School","elementary_school",2,119.5,201.087866108787,239,1,25.1046025104602,3,1,"-87.70763","41.96198","Albany Park",FALSE,"Elementary Schools",9,9,0,0
700,"2023-24",13,"Mary E Courtenay Elementary Language Arts Center","elementary_school",0,1350,118,270,1,2.22222222222222,2,2,"-87.66386","41.96209","Uptown",FALSE,"Elementary Schools",23,23,0,0
701,"2023-24",13,"Spry Community Links High School","high_school",1.5,41.3333333333333,NA,NA,NA,48.3870967741936,4,2,"-87.69984","41.84763","South Lawndale",FALSE,"High Schools",2,0,1,0
702,"2023-24",13,"Medgar Evers Elementary School","elementary_school",1,185,119.351351351351,185,1,444.324324324324,11,1,"-87.63897","41.71565","Washington Heights",FALSE,"Elementary Schools",0,10,0,0
703,"2023-24",13,"Walt Disney Magnet Elementary School","elementary_school",6,223.114754098361,133.269654665687,1361,1,121.381337252021,9,1,"-87.64699","41.95674","Uptown",FALSE,"Elementary Schools",78,70,0,41
704,"2023-24",13,"William E B Dubois Elementary School","elementary_school",1,176,59.3181818181818,176,1,113.636363636364,7,3,"-87.61421","41.654","Riverdale",TRUE,"Elementary Schools",0,9,0,0
706,"2023-24",13,"Charles H Wacker Elementary School","elementary_school",0,NA,62.9556650246305,203,1,14.7783251231527,2,3,"-87.64862","41.71627","Washington Heights",FALSE,"Elementary Schools",5,0,6,0
707,"2023-24",13,"Oscar DePriest Elementary School","elementary_school",1,443,57.020316027088,443,1,1.12866817155756,0,3,"-87.76563","41.87816","Austin",FALSE,"Elementary Schools",0,30,0,0
708,"2023-24",13,"Langston Hughes Elementary School","elementary_school",2,158,174.683544303797,316,1,22.1518987341772,5,1,"-87.6294","41.70572","Roseland",TRUE,"Elementary Schools",19,19,0,0
709,"2023-24",13,"Mahalia Jackson Elementary School","elementary_school",1,272.380952380952,239.719626168224,214,0.748251748251748,227.272727272727,5,2,"-87.64696","41.73385","Auburn Gresham",FALSE,"Elementary Schools",0,14,0,0
716,"2023-24",13,"Daniel Hale Williams Prep School of Medicine","high_school",0,395,NA,NA,NA,142.405063291139,6,2,"-87.62516","41.80469","Grand Boulevard",FALSE,"High Schools",2,4,0,0
717,"2023-24",13,"Bronzeville Scholastic Academy High School","high_school",0,520,NA,NA,NA,57.6923076923077,1,3,"-87.62516","41.80469","Grand Boulevard",FALSE,"High Schools",8,0,0,0
718,"2023-24",13,"Greater Lawndale High School For Social Justice","high_school",2,151,NA,NA,NA,16.5562913907285,0,3,"-87.73557","41.83516","South Lawndale",FALSE,"High Schools",1,3,0,0
719,"2023-24",13,"Infinity Math Science and Technology High School","high_school",1,420,NA,NA,NA,3.57142857142857,4,3,"-87.73557","41.83516","South Lawndale",FALSE,"High Schools",1,0,0,0
720,"2023-24",13,"Multicultural Arts High School","high_school",2,126.5,NA,NA,NA,7.90513833992095,4,1,"-87.73557","41.83516","South Lawndale",FALSE,"High Schools",3,0,3,0
721,"2023-24",13,"Peace & Education Coalition High School","high_school",2,73,NA,NA,NA,27.3972602739726,1,2,"-87.66761","41.80356","New City",FALSE,"High Schools",6,0,0,0
723,"2023-24",13,"Orr Academy High School","high_school",1,209.090909090909,NA,NA,NA,4.34782608695652,2,3,"-87.72646","41.89415","Humboldt Park",FALSE,"High Schools",2,0,0,0
724,"2023-24",13,"Hyman G Rickover Naval Academy High School","high_school",3,163.225806451613,NA,NA,NA,57.6660079051383,3,1,"-87.7706448","41.9574268","Portage Park",FALSE,"High Schools",5,10,0,0
725,"2023-24",13,"Robert Lindblom Math & Science Academy HS","high_school",8.5,158.470588235294,NA,NA,NA,22.271714922049,9,1,"-87.67215","41.78209","West Englewood",FALSE,"High Schools",11,16,4,4
726,"2023-24",13,"World Language Academy High School","high_school",1,326,NA,NA,NA,9.20245398773006,2,3,"-87.73557","41.83516","South Lawndale",FALSE,"High Schools",2,0,0,0
727,"2023-24",13,"Uplift Community High School","high_school",2,76.6666666666667,NA,NA,NA,31.055900621118,5,1,"-87.6521769","41.96598789999999","Uptown",FALSE,"High Schools",2,2,1,0
729,"2023-24",13,"Tarkington School of Excellence ES","elementary_school",2,417.5,90.8982035928144,835,1,2.9940119760479,2,3,"-87.70638","41.76462","Chicago Lawn",FALSE,"Elementary Schools",36,17,0,0
731,"2023-24",13,"DeVry University Advantage Academy HS","high_school",1,130,NA,NA,NA,7.69230769230769,0,3,"-87.67702919999999","41.9690095","Lincoln Square",FALSE,"High Schools",2,0,0,0
732,"2023-24",13,"Suder Montessori Magnet ES","elementary_school",2,181.5,95.2892561983471,363,1,2.75482093663912,3,2,"-87.67765","41.88354","Near West Side",FALSE,"Elementary Schools",18,18,0,0
733,"2023-24",13,"Collins Academy STEAM High School","high_school",4,53.25,NA,NA,NA,46.9483568075117,5,1,"-87.70107","41.86436","North Lawndale",FALSE,"High Schools",6,5,3,0
736,"2023-24",13,"Frazier Prospective IB Magnet ES","elementary_school",1.5,89.3333333333333,118.208955223881,134,1,33.5820895522388,5,1,"-87.72622","41.86682","North Lawndale",FALSE,"Elementary Schools",10,10,0,0
737,"2023-24",13,"Velma F Thomas Early Childhood Center","elementary_school",1,71.1111111111111,370.3125,128,1,781.25,2,1,"-87.67765","41.82786","Mckinley Park",FALSE,"Elementary Schools",7,0,0,0
739,"2023-24",13,"Air Force Academy High School","high_school",2,59,NA,NA,NA,0,3,2,"-87.63296","41.82789","Armour Square",FALSE,"High Schools",0,6,2,0
740,"2023-24",13,"Disney II Magnet School","elementary_school",2,196,120,392,1,12.7551020408163,3,1,"-87.73053","41.95043","Irving Park",FALSE,"Elementary Schools",15,15,0,0
741,"2023-24",13,"Austin College and Career Academy High School","high_school",1,172,NA,NA,NA,11.6279069767442,2,2,"-87.76249","41.885","Austin",FALSE,"High Schools",3,0,0,0
742,"2023-24",13,"LaSalle II Magnet Elementary School","elementary_school",1,453.636363636364,53.5070140280561,499,1,4.00801603206413,2,2,"-87.6743","41.90241","West Town",FALSE,"Elementary Schools",16,0,0,0
743,"2023-24",13,"Sir Miles Davis Magnet Elementary Academy","elementary_school",0,NA,0,0,0,87.5912408759124,1,4,"-87.6666666","41.7711562","West Englewood",FALSE,"Elementary Schools",NA,NA,NA,NA
744,"2023-24",13,"Edison Park Elementary School","elementary_school",2,213.5,141.92037470726,427,1,46.8384074941452,3,1,"-87.81378","41.9942","Norwood Park",FALSE,"Elementary Schools",16,13,0,0
745,"2023-24",13,"Louisa May Alcott College Preparatory HS","high_school",2,176.666666666667,NA,NA,NA,26.9353099730458,10,1,"-87.6802278","41.9355734","North Center",FALSE,"High Schools",7,0,1,0
746,"2023-24",13,"Ogden International High School","high_school",5,102,NA,NA,NA,17.6470588235294,8,2,"-87.65879","41.89394","West Town",FALSE,"High Schools",9,5,0,0
747,"2023-24",13,"South Shore Fine Arts Academy","elementary_school",2,101,160.693069306931,202,1,232.673267326733,10,1,"-87.59025","41.7673","South Shore",TRUE,"Elementary Schools",19,0,0,18
748,"2023-24",13,"Irene C Hernandez Middle School for the Advancement of the Sciences","middle_school",1,751,100.518404907975,326,0.434087882822903,4.68308921438083,6,4,"-87.71196","41.79384","Gage Park",FALSE,NA,0,24,0,0
749,"2023-24",13,"Dr Jorge Prieto Math & Science","elementary_school",4,175.853658536585,134.038834951456,721,1,0,4,2,"-87.76487","41.92105","Belmont Cragin",FALSE,"Elementary Schools",35,29,34,0
750,"2023-24",13,"Skinner North Classical School","elementary_school",2,256,119.296875,512,1,15.52734375,23,1,"-87.64482","41.90537","Near North Side",FALSE,"Elementary Schools",18,18,0,0
752,"2023-24",13,"Marvin Camras Elementary School","elementary_school",2,317.5,80.8188976377953,635,1,2.36220472440945,3,2,"-87.77037","41.93536","Belmont Cragin",TRUE,"Elementary Schools",23,24,0,0
753,"2023-24",13,"Federico Garcia Lorca Elementary School","elementary_school",2,281,99.3950177935943,562,1,5.33807829181495,6,2,"-87.72428","41.94004","Avondale",FALSE,"Elementary Schools",25,24,0,0
754,"2023-24",13,"West Ridge Elementary School","elementary_school",2,277.619047619048,106.003430531732,583,1,5.14579759862779,1,2,"-87.70635","42.00275","West Ridge",FALSE,"Elementary Schools",33,32,0,0
755,"2023-24",13,"Eric Solorio Academy High School","high_school",4,307.5,NA,NA,NA,24.390243902439,9,1,"-87.71157","41.79536","Gage Park",FALSE,"High Schools",7,9,0,0
756,"2023-24",13,"Mariano Azuela Elementary School","elementary_school",1,697,66.5853658536585,574,0.823529411764706,15.7819225251076,3,3,"-87.73957","41.77071","West Lawn",TRUE,"Elementary Schools",0,29,0,0
757,"2023-24",13,"South Shore Intl College Prep High School","high_school",3,188.333333333333,NA,NA,NA,44.2477876106195,6,1,"-87.57685","41.75836","South Shore",FALSE,"High Schools",8,4,0,0
758,"2023-24",13,"STEM Magnet Academy","elementary_school",3,134.333333333333,178.816377171216,403,1,12.4069478908189,9,1,"-87.6648546","41.8686567","Near West Side",FALSE,"Elementary Schools",16,15,0,0
767,"2023-24",13,"Pathways in Education","high_school",0,NA,NA,NA,NA,0,2,4,"-87.70519","41.7353","Ashburn",FALSE,"High Schools",NA,NA,NA,NA
768,"2023-24",13,"Sarah E Goode STEM Academy","high_school",5,191,NA,NA,NA,7.32984293193717,5,1,"-87.7062","41.75394","Ashburn",FALSE,"High Schools",5,4,0,0
769,"2023-24",13,"James Shields Middle School","middle_school",1.5,248.666666666667,418.230563002681,373,1,60.3217158176944,1,1,"-87.68998","41.80628","Brighton Park",FALSE,NA,14,4,0,0
770,"2023-24",13,"Richard T Crane Medical Preparatory HS","high_school",0,1320,NA,NA,NA,3.78787878787879,2,4,"-87.68323","41.87685","Near West Side",FALSE,"High Schools",2,3,0,0
771,"2023-24",13,"Back of the Yards IB HS","high_school",8.5,117.764705882353,NA,NA,NA,7.99200799200799,14,1,"-87.6776","41.80774","New City",FALSE,"High Schools",8,13,0,3
772,"2023-24",13,"Disney II Magnet High School","high_school",6,124,NA,NA,NA,0.672043010752688,1,2,"-87.72048","41.95226","Irving Park",FALSE,"High Schools",16,8,0,0
773,"2023-24",13,"Excel Academy of Englewood","high_school",0,NA,NA,NA,NA,NA,1,5,"-87.6489991","41.7636438","Englewood",FALSE,"High Schools",5,4,0,0
776,"2023-24",13,"Pathways in Education Avondale","high_school",1,302,NA,NA,NA,0.662251655629139,1,3,"-87.70537","41.93951","Avondale",FALSE,"High Schools",6,1,1,0
777,"2023-24",13,"Ombudsman - Chicago Northwest","high_school",0,NA,NA,NA,NA,8.33333333333333,1,4,"-87.80691","42.01727","Edison Park",FALSE,"High Schools",NA,NA,NA,NA
778,"2023-24",13,"Ombudsman - Chicago South","high_school",0,1075,NA,NA,NA,2.32558139534884,1,4,"-87.68314","41.78321","Chicago Lawn",FALSE,"High Schools",2,2,0,0
779,"2023-24",13,"Ombudsman - Chicago West","high_school",1,148,NA,NA,NA,33.7837837837838,1,2,"-87.68658","41.87465","Near West Side",FALSE,"High Schools",1,1,0,0
780,"2023-24",13,"Safe Achieve Academy Elementary School","elementary_school",1,2,7.5,4,1,5000,0,3,"-87.55001519999999","41.75226199999999","South Chicago",FALSE,"Elementary Schools",3,0,0,0
781,"2023-24",13,"Safe Achieve Academy High School","high_school",0,270,NA,NA,NA,18.5185185185185,1,2,"-87.55001519999999","41.75226199999999","South Chicago",FALSE,"High Schools",1,1,0,0
788,"2023-24",13,"Edward E Sadlowski Elementary School","elementary_school",2,292,130.607876712329,584,1,8.38184931506849,3,1,"-87.52805239999999","41.7047607","East Side",FALSE,"Elementary Schools",30,24,0,0
789,"2023-24",13,"Walter Henri Dyett High School for the Arts","high_school",4,125.25,NA,NA,NA,0,8,2,"-87.61238639999999","41.8013958","Washington Park",FALSE,"High Schools",6,8,4,5
790,"2023-24",13,"Robert J Richardson Middle School","middle_school",3,280.333333333333,112.105263157895,855,1,0,1,2,"-87.72647099999999","41.78355699999999","West Lawn",TRUE,NA,32,16,0,0
791,"2023-24",13,"Sor Juana Ines de la Cruz ES","elementary_school",2,216.5,101.986143187067,433,1,109.744480369515,5,1,"-87.72635","41.7899512","West Elsdon",FALSE,"Elementary Schools",21,22,0,0
792,"2023-24",13,"Bronzeville Classical Elementary School","elementary_school",2,211.5,98.9550827423168,423,1,11.8203309692671,2,1,"-87.6267317","41.8197356","Grand Boulevard",FALSE,"Elementary Schools",14,14,0,0
1258,"2023-24",13,"Jesse Owens Elementary Community Academy","elementary_school",1,313,60.5750798722045,313,1,6.38977635782748,2,2,"-87.62319","41.67055","West Pullman",TRUE,"Elementary Schools",18,1,0,0
1259,"2023-24",13,"Englewood STEM High School","high_school",2,305.5,NA,NA,NA,309.844517184943,1,2,"-87.63606670000001","41.7701442","Englewood",FALSE,"High Schools",1,3,0,0
1260,"2023-24",13,"Art in Motion Charter School","middle_school",6,90.5,510.166358595194,541,0.996316758747698,2.20994475138122,4,1,"-87.58295799999999","41.76005900000001","South Shore",FALSE,NA,4,3,0,1
1261,"2023-24",13,"Ombudsman Chicago - Roseland HS","high_school",0,1370,NA,NA,NA,0,0,4,"-87.64280959999999","41.6950729","Morgan Park",FALSE,"High Schools",2,0,0,0
1262,"2023-24",13,"Pathways in Education - Humboldt Park HS","high_school",0,1620,NA,NA,NA,1.23456790123457,0,4,"-87.687963","41.9026939","West Town",FALSE,"High Schools",2,1,1,0
1264,"2023-24",13,"The Virtual Academy Elementary School","elementary_school",2,125,147.84,250,1,9.576,0,1,"-87.6599901","41.8637162","Near West Side",FALSE,"Elementary Schools",23,21,0,0
1265,"2023-24",13,"The Virtual Academy High School","high_school",3,79.6666666666667,NA,NA,NA,8.36820083682008,0,2,"-87.6599901","41.8637162","Near West Side",FALSE,"High Schools",2,3,0,0
1267,"2023-24",13,"Dr. Fisher Early Learning Center","elementary_school",1,124,107.258064516129,124,1,8.06451612903226,0,1,"-87.63494390000001","41.9157972","Lincoln Park",FALSE,"Elementary Schools",6,0,0,0
1268,"2023-24",13,"Catalpa Early Childhood Center","elementary_school",1,181,210,110,0.607734806629834,155.817679558011,2,2,"-87.7578048","41.9620555","Portage Park",FALSE,"Elementary Schools",1,1,0,0
